Month,Academic_Phase,Location_Zone,Business_Category,Competitor_Density,Base_Footfall_Index,Demand_Volume,Location_Suitability_Score
3,Mid-Semester,South Gate,POS/Fintech,12,0.858,544,54.29
10,Holidays,South Gate,Electronics,9,0.229,6,29.63
12,Holidays,North Gate,Fashion,6,0.172,15,32.18
2,Resumption,South Gate,POS/Fintech,17,0.708,480,28.49
12,Holidays,Obanla,Electronics,8,0.159,5,36.8
3,Mid-Semester,Obanla,Fashion,7,0.697,232,47.72
11,Holidays,South Gate,Electronics,14,0.242,8,16.5
11,Holidays,South Gate,Fashion,18,0.235,16,0.0
11,Resumption,North Gate,Fast Food,6,0.486,294,44.35
1,Holidays,South Gate,Fashion,9,0.1,7,27.73
1,Holidays,Apatapiti,Fast Food,14,0.128,16,2.95
6,Resumption,North Gate,Fashion,3,0.331,133,46.79
5,Exams,South Gate,Fashion,10,0.905,108,50.15
8,Exams,North Gate,Electronics,4,0.481,47,37.35
2,Mid-Semester,South Gate,Fashion,11,0.809,223,45.07
4,Exams,South Gate,Electronics,10,0.801,75,47.29
8,Exams,South Gate,Fashion,15,0.807,105,28.94
12,Holidays,Apatapiti,Stationery/Printing,5,0.249,13,37.99
6,Resumption,West Gate,POS/Fintech,6,0.26,259,24.57
1,Resumption,Apatapiti,Electronics,5,0.549,137,53.99
4,Mid-Semester,South Gate,Electronics,10,0.82,96,45.98
1,Holidays,South Gate,Fast Food,12,0.318,51,35.34
2,Mid-Semester,Obanla,Stationery/Printing,15,0.829,241,29.13
5,Exams,Obanla,Fast Food,18,0.615,252,10.14
8,Exams,West Gate,Stationery/Printing,2,0.328,263,31.42
8,Exams,South Gate,Stationery/Printing,19,0.83,419,29.3
11,Holidays,South Gate,Fashion,16,0.174,12,2.75
3,Mid-Semester,Obanla,Fast Food,12,0.7,388,41.93
11,Holidays,Apatapiti,POS/Fintech,7,0.1,16,29.15
4,Exams,Apatapiti,Stationery/Printing,5,0.602,408,56.87
10,Holidays,Obanla,Stationery/Printing,8,0.12,6,32.0
11,Holidays,West Gate,Electronics,1,0.1,3,22.55
6,Resumption,Obanla,Fashion,9,0.621,233,43.8
11,Resumption,West Gate,POS/Fintech,5,0.21,171,28.15
11,Holidays,West Gate,Stationery/Printing,1,0.1,6,27.94
10,Holidays,Apatapiti,Electronics,5,0.213,9,42.55
3,Exams,South Gate,Fast Food,12,0.769,409,45.49
2,Resumption,South Gate,Stationery/Printing,11,0.762,272,60.98
6,Resumption,Obanla,Electronics,15,0.68,117,22.64
11,Holidays,North Gate,Fast Food,17,0.121,14,0.0
5,Holidays,Apatapiti,Fashion,9,0.165,13,17.55
10,Holidays,South Gate,Fast Food,13,0.213,32,21.75
5,Exams,South Gate,Stationery/Printing,16,0.72,402,33.01
10,Holidays,Apatapiti,POS/Fintech,11,0.215,27,19.34
5,Exams,South Gate,Fast Food,13,0.827,383,41.31
10,Holidays,South Gate,POS/Fintech,20,0.202,21,0.0
12,Holidays,North Gate,POS/Fintech,7,0.1,14,31.83
5,Exams,Obanla,Fast Food,13,0.694,320,34.19
3,Mid-Semester,South Gate,Fashion,10,0.894,216,56.06
7,Mid-Semester,Apatapiti,Fast Food,11,0.533,310,28.83
6,Resumption,North Gate,Electronics,5,0.408,98,49.58
4,Exams,West Gate,POS/Fintech,9,0.281,176,14.73
2,Resumption,North Gate,Stationery/Printing,7,0.37,169,52.53
12,Holidays,South Gate,POS/Fintech,15,0.164,17,12.23
9,Exams,South Gate,Stationery/Printing,7,0.794,704,67.5
1,Holidays,South Gate,Electronics,10,0.1,3,25.63
11,Resumption,Obanla,Electronics,5,0.663,181,65.56
4,Exams,South Gate,Electronics,9,0.742,54,48.89
1,Resumption,North Gate,Fast Food,6,0.509,216,41.99
6,Resumption,Obanla,POS/Fintech,12,0.647,482,38.15
4,Exams,South Gate,Stationery/Printing,17,0.844,496,34.78
5,Exams,South Gate,Electronics,6,0.827,79,67.91
5,Exams,Apatapiti,Electronics,9,0.531,34,31.53
9,Exams,West Gate,Stationery/Printing,4,0.303,269,26.17
1,Resumption,South Gate,POS/Fintech,15,0.85,648,39.88
2,Resumption,South Gate,POS/Fintech,17,0.767,517,26.36
6,Resumption,West Gate,Stationery/Printing,5,0.252,94,22.11
5,Exams,South Gate,Fashion,7,0.827,121,65.56
11,Resumption,West Gate,POS/Fintech,3,0.294,239,27.48
7,Mid-Semester,South Gate,Stationery/Printing,20,0.832,173,19.62
3,Mid-Semester,Apatapiti,Stationery/Printing,10,0.455,128,27.04
3,Exams,South Gate,Electronics,10,0.763,62,50.37
10,Holidays,West Gate,Stationery/Printing,3,0.1,5,23.23
2,Resumption,South Gate,Fast Food,10,0.764,387,52.01
3,Mid-Semester,Obanla,Electronics,6,0.809,136,61.24
10,Holidays,South Gate,Electronics,15,0.237,6,9.95
1,Resumption,South Gate,POS/Fintech,19,0.74,431,26.22
5,Holidays,Apatapiti,Fashion,5,0.163,15,38.13
12,Holidays,Obanla,POS/Fintech,18,0.187,24,0.0
5,Exams,West Gate,Fast Food,6,0.311,200,18.02
12,Holidays,North Gate,Electronics,2,0.154,4,44.68
11,Holidays,Apatapiti,Electronics,7,0.215,7,31.69
7,Mid-Semester,North Gate,Stationery/Printing,10,0.493,157,41.03
4,Mid-Semester,West Gate,Fashion,1,0.21,86,31.97
3,Mid-Semester,West Gate,Fashion,3,0.234,75,24.67
1,Resumption,South Gate,Stationery/Printing,11,0.766,275,52.2
12,Holidays,Apatapiti,Fast Food,10,0.137,20,22.53
8,Mid-Semester,Apatapiti,Fashion,5,0.636,198,63.99
3,Mid-Semester,South Gate,Electronics,10,0.902,132,51.19
2,Mid-Semester,Obanla,Fast Food,12,0.752,423,38.73
11,Holidays,South Gate,POS/Fintech,19,0.15,15,3.1
4,Mid-Semester,Apatapiti,POS/Fintech,17,0.628,378,8.86
3,Mid-Semester,South Gate,Fast Food,16,0.864,421,31.74
1,Resumption,South Gate,Electronics,11,0.797,208,40.05
3,Mid-Semester,North Gate,POS/Fintech,13,0.464,266,15.69
12,Resumption,Obanla,Electronics,6,0.824,208,69.6
2,Mid-Semester,Apatapiti,Stationery/Printing,6,0.513,189,44.68
8,Exams,West Gate,Fashion,1,0.29,37,34.89
6,Resumption,North Gate,Fast Food,12,0.486,236,17.09
9,Exams,South Gate,Fashion,9,0.849,86,59.57
8,Mid-Semester,Obanla,Stationery/Printing,7,0.75,226,59.3
10,Resumption,Obanla,POS/Fintech,11,0.706,496,46.33
3,Mid-Semester,North Gate,Electronics,2,0.545,93,59.49
5,Exams,South Gate,Electronics,6,0.813,73,66.52
7,Mid-Semester,Obanla,Stationery/Printing,10,0.761,202,52.06
5,Exams,South Gate,Fast Food,19,0.84,321,20.42
8,Exams,Apatapiti,Fashion,6,0.571,84,47.14
12,Holidays,Obanla,POS/Fintech,18,0.254,34,3.71
5,Exams,Apatapiti,Fast Food,15,0.62,280,14.39
1,Resumption,Obanla,Stationery/Printing,14,0.66,199,25.55
5,Exams,South Gate,Stationery/Printing,15,0.772,516,36.25
4,Exams,Apatapiti,Electronics,3,0.609,55,59.7
6,Resumption,Obanla,POS/Fintech,15,0.679,500,32.82
3,Mid-Semester,South Gate,Fast Food,6,0.82,567,69.16
11,Holidays,Obanla,Electronics,10,0.164,4,21.46
5,Exams,North Gate,POS/Fintech,9,0.507,279,38.12
2,Resumption,Apatapiti,Fashion,8,0.517,190,46.39
11,Holidays,North Gate,Fashion,1,0.197,22,43.44
6,Mid-Semester,Obanla,Electronics,3,0.7,137,67.33
12,Holidays,South Gate,Fast Food,20,0.187,25,0.0
6,Resumption,North Gate,POS/Fintech,7,0.403,332,41.65
5,Exams,West Gate,Fashion,2,0.224,43,19.15
6,Resumption,Apatapiti,Fashion,5,0.5,212,46.36
11,Holidays,South Gate,Fast Food,16,0.187,23,15.93
7,Mid-Semester,South Gate,Electronics,12,0.829,104,40.38
12,Holidays,South Gate,Stationery/Printing,13,0.104,4,23.3
5,Holidays,Obanla,POS/Fintech,14,0.128,18,21.86
1,Holidays,Apatapiti,Fashion,5,0.159,16,36.1
8,Exams,Obanla,Stationery/Printing,13,0.677,405,29.74
4,Mid-Semester,Obanla,Fast Food,20,0.802,355,12.26
9,Holidays,Apatapiti,Electronics,12,0.138,3,14.0
10,Holidays,North Gate,POS/Fintech,9,0.155,22,24.38
12,Resumption,South Gate,Fast Food,17,0.746,334,23.55
6,Mid-Semester,Obanla,Electronics,11,0.796,115,41.4
1,Resumption,West Gate,Fast Food,3,0.153,102,23.95
3,Mid-Semester,Apatapiti,Fashion,10,0.605,157,37.3
3,Mid-Semester,Obanla,Fashion,16,0.827,223,22.27
10,Holidays,Obanla,Stationery/Printing,13,0.115,4,10.41
12,Holidays,West Gate,Fast Food,4,0.113,17,20.54
12,Holidays,North Gate,Fashion,7,0.145,14,37.59
4,Mid-Semester,South Gate,Electronics,12,0.779,111,38.46
6,Resumption,West Gate,Stationery/Printing,1,0.287,148,40.04
7,Mid-Semester,Apatapiti,POS/Fintech,8,0.617,405,41.38
10,Holidays,South Gate,Fast Food,20,0.208,19,0.0
4,Exams,North Gate,Fashion,2,0.532,81,54.59
6,Resumption,North Gate,Electronics,3,0.5,142,47.24
11,Holidays,South Gate,Fast Food,8,0.253,41,42.41
1,Holidays,West Gate,Electronics,1,0.145,6,31.07
8,Exams,North Gate,Stationery/Printing,5,0.434,316,53.5
7,Mid-Semester,Apatapiti,Fashion,9,0.574,179,26.24
11,Holidays,South Gate,Fashion,7,0.18,17,33.56
11,Holidays,Obanla,Stationery/Printing,7,0.162,6,35.2
9,Exams,South Gate,Electronics,4,0.783,71,66.98
3,Mid-Semester,Apatapiti,Fast Food,9,0.593,351,42.49
2,Resumption,Obanla,Electronics,6,0.656,195,58.82
1,Resumption,Obanla,Fast Food,20,0.621,200,6.76
3,Mid-Semester,South Gate,Stationery/Printing,15,0.89,268,45.15
5,Exams,South Gate,POS/Fintech,14,0.764,400,49.35
11,Holidays,South Gate,Fast Food,13,0.291,47,32.01
2,Resumption,South Gate,Fashion,17,0.805,226,18.86
12,Holidays,Obanla,Fashion,10,0.129,11,24.52
3,Mid-Semester,Obanla,Fashion,6,0.749,205,62.0
4,Exams,Obanla,Electronics,10,0.642,61,35.56
7,Mid-Semester,Obanla,Electronics,11,0.814,109,39.79
3,Mid-Semester,South Gate,Electronics,10,0.85,104,45.74
9,Holidays,South Gate,Fashion,12,0.211,15,19.68
8,Exams,South Gate,Fast Food,12,0.819,443,50.74
4,Mid-Semester,Apatapiti,Fashion,10,0.591,164,37.46
1,Holidays,Obanla,Fast Food,13,0.155,24,24.78
1,Holidays,South Gate,Electronics,10,0.208,7,32.95
1,Resumption,South Gate,POS/Fintech,12,0.828,676,53.11
1,Holidays,Apatapiti,Electronics,6,0.122,4,40.11
8,Mid-Semester,Obanla,Stationery/Printing,11,0.82,230,48.41
3,Mid-Semester,Obanla,Fast Food,8,0.726,402,53.68
6,Resumption,North Gate,POS/Fintech,9,0.459,325,32.07
3,Mid-Semester,South Gate,Electronics,16,0.948,116,34.46
11,Resumption,West Gate,POS/Fintech,7,0.298,299,14.53
5,Exams,Apatapiti,Fashion,5,0.588,90,54.64
7,Mid-Semester,South Gate,Fast Food,10,0.883,593,60.16
2,Resumption,Apatapiti,Stationery/Printing,9,0.59,195,40.09
6,Resumption,Apatapiti,Fashion,11,0.498,168,29.43
6,Resumption,South Gate,POS/Fintech,12,0.79,534,48.79
11,Holidays,North Gate,Electronics,4,0.138,5,40.09
3,Mid-Semester,South Gate,Fast Food,13,0.742,406,39.81
6,Resumption,South Gate,Stationery/Printing,10,0.777,248,63.53
10,Resumption,Obanla,Electronics,7,0.625,147,52.2
10,Holidays,South Gate,Stationery/Printing,16,0.218,9,20.01
5,Exams,Apatapiti,Fast Food,5,0.619,397,51.89
12,Holidays,West Gate,POS/Fintech,9,0.1,13,0.0
2,Mid-Semester,South Gate,Stationery/Printing,14,0.844,225,47.32
9,Holidays,North Gate,Fast Food,2,0.104,19,34.13
8,Mid-Semester,Apatapiti,Stationery/Printing,9,0.657,196,43.55
3,Mid-Semester,Apatapiti,Electronics,3,0.573,100,58.64
8,Exams,Apatapiti,Stationery/Printing,6,0.581,440,50.68
9,Holidays,South Gate,Electronics,10,0.244,8,29.78
3,Mid-Semester,North Gate,Electronics,7,0.538,81,41.94
3,Mid-Semester,Obanla,Fast Food,13,0.702,404,38.65
2,Mid-Semester,West Gate,Fashion,2,0.287,91,32.99
8,Exams,South Gate,Stationery/Printing,15,0.888,519,40.13
10,Holidays,West Gate,POS/Fintech,8,0.1,14,10.68
1,Holidays,South Gate,Electronics,17,0.264,5,9.68
8,Mid-Semester,West Gate,Fashion,5,0.403,126,33.87
7,Mid-Semester,Obanla,Electronics,6,0.747,131,58.16
7,Exams,North Gate,Fashion,6,0.517,70,45.7
3,Mid-Semester,Obanla,Fashion,11,0.798,239,39.94
1,Holidays,South Gate,POS/Fintech,13,0.145,18,21.81
4,Exams,South Gate,Fashion,9,0.828,120,50.64
9,Exams,South Gate,POS/Fintech,17,0.883,424,33.84
5,Exams,South Gate,Fast Food,18,0.729,294,14.78
1,Resumption,South Gate,Electronics,10,0.759,188,52.18
5,Holidays,Apatapiti,POS/Fintech,20,0.156,15,0.0
8,Exams,Obanla,Electronics,9,0.708,54,51.57
8,Exams,South Gate,Stationery/Printing,11,0.797,611,52.42
5,Exams,Apatapiti,Fast Food,8,0.514,245,42.95
12,Resumption,Obanla,Stationery/Printing,5,0.694,284,62.23
9,Exams,West Gate,Stationery/Printing,5,0.248,212,21.56
1,Resumption,Obanla,Fashion,8,0.639,221,49.82
4,Mid-Semester,South Gate,Fashion,15,0.756,181,24.37
3,Exams,North Gate,Stationery/Printing,1,0.404,300,62.36
2,Resumption,Obanla,Fashion,10,0.749,261,49.65
8,Exams,South Gate,Electronics,10,0.811,55,53.26
7,Mid-Semester,South Gate,Fashion,14,0.887,207,35.77
9,Exams,South Gate,Stationery/Printing,8,0.763,573,71.87
2,Resumption,South Gate,Fashion,15,0.668,211,35.17
4,Exams,North Gate,Fashion,0,0.442,85,53.97
6,Resumption,North Gate,POS/Fintech,8,0.354,312,30.27
11,Resumption,South Gate,POS/Fintech,16,0.73,468,32.36
3,Mid-Semester,Obanla,Stationery/Printing,9,0.808,290,44.91
8,Mid-Semester,Obanla,Electronics,8,0.745,111,56.11
3,Mid-Semester,South Gate,Fast Food,15,0.922,430,41.0
12,Holidays,South Gate,Fast Food,20,0.241,24,0.0
2,Resumption,South Gate,Stationery/Printing,8,0.818,378,71.21
3,Mid-Semester,North Gate,Electronics,4,0.488,91,48.59
11,Holidays,South Gate,Electronics,11,0.143,4,22.73
6,Resumption,North Gate,Electronics,1,0.399,116,50.47
2,Resumption,Obanla,POS/Fintech,14,0.736,507,42.49
8,Exams,Obanla,Stationery/Printing,14,0.721,369,22.23
1,Holidays,South Gate,Fast Food,17,0.144,18,7.65
7,Mid-Semester,South Gate,Electronics,11,0.882,97,46.56
2,Resumption,Obanla,Stationery/Printing,14,0.597,181,29.45
10,Holidays,Apatapiti,Fast Food,6,0.173,29,35.89
12,Holidays,Apatapiti,POS/Fintech,9,0.137,21,17.72
6,Resumption,Obanla,Fashion,12,0.709,204,37.39
12,Holidays,North Gate,Fast Food,4,0.112,19,37.43
2,Resumption,North Gate,Fast Food,5,0.486,282,52.78
2,Mid-Semester,Apatapiti,Fast Food,9,0.523,301,44.69
10,Holidays,South Gate,Fashion,10,0.229,19,31.28
8,Exams,West Gate,Electronics,0,0.263,28,35.78
12,Holidays,Obanla,Fashion,9,0.206,17,20.93
2,Resumption,Obanla,Fast Food,12,0.66,376,39.06
7,Exams,South Gate,POS/Fintech,20,0.763,313,16.42
3,Mid-Semester,Obanla,Fast Food,13,0.745,354,42.61
8,Mid-Semester,North Gate,POS/Fintech,11,0.562,398,19.48
7,Mid-Semester,South Gate,Stationery/Printing,14,0.82,293,42.28
8,Mid-Semester,South Gate,POS/Fintech,13,0.86,519,43.34
7,Mid-Semester,Apatapiti,Fast Food,9,0.566,256,42.17
11,Holidays,Obanla,Fashion,17,0.1,7,0.0
6,Resumption,North Gate,Fast Food,10,0.454,219,28.54
7,Mid-Semester,South Gate,Fast Food,17,1.0,542,37.71
5,Holidays,Obanla,Stationery/Printing,14,0.121,5,10.15
7,Mid-Semester,Obanla,Electronics,10,0.798,107,46.89
1,Holidays,Obanla,Fast Food,15,0.1,14,0.67
1,Holidays,Obanla,Stationery/Printing,11,0.185,9,17.75
9,Exams,North Gate,Fashion,6,0.405,57,45.41
5,Exams,Obanla,Stationery/Printing,9,0.734,570,48.2
5,Exams,South Gate,Stationery/Printing,9,0.78,456,61.23
3,Mid-Semester,West Gate,POS/Fintech,5,0.271,186,31.13
5,Exams,Obanla,Electronics,7,0.656,48,54.82
3,Mid-Semester,South Gate,Electronics,9,0.743,100,56.59
9,Exams,North Gate,Fashion,4,0.46,82,51.12
9,Exams,Apatapiti,Stationery/Printing,3,0.534,426,50.34
6,Resumption,South Gate,Fashion,14,0.744,225,38.36
1,Resumption,South Gate,Fashion,12,0.748,288,43.41
7,Exams,Obanla,Electronics,6,0.67,62,59.09
7,Mid-Semester,South Gate,Electronics,7,0.856,107,68.08
10,Holidays,Apatapiti,Electronics,3,0.139,5,38.32
10,Holidays,South Gate,Fast Food,11,0.254,38,34.68
4,Mid-Semester,Apatapiti,Stationery/Printing,6,0.719,272,53.24
8,Exams,South Gate,Fashion,8,0.819,116,56.22
6,Resumption,South Gate,Stationery/Printing,15,0.82,329,35.83
4,Mid-Semester,Apatapiti,Fashion,3,0.606,205,47.65
4,Exams,Obanla,Fashion,14,0.736,78,28.8
2,Resumption,North Gate,Fashion,1,0.434,186,48.73
2,Resumption,South Gate,Fashion,13,0.76,283,35.09
12,Holidays,Obanla,POS/Fintech,10,0.148,20,27.6
4,Mid-Semester,Obanla,POS/Fintech,16,0.821,434,24.14
5,Exams,West Gate,Fast Food,5,0.333,194,33.42
8,Exams,West Gate,Electronics,0,0.298,22,41.04
6,Resumption,Obanla,Fashion,10,0.624,217,32.15
4,Exams,North Gate,Stationery/Printing,4,0.466,360,61.36
11,Holidays,North Gate,POS/Fintech,9,0.173,28,17.82
7,Mid-Semester,Obanla,Electronics,10,0.872,142,51.26
8,Exams,South Gate,Fast Food,20,0.811,278,21.53
2,Mid-Semester,South Gate,Electronics,13,0.911,103,45.5
12,Resumption,South Gate,Fashion,15,0.774,264,25.91
7,Mid-Semester,South Gate,Electronics,14,0.914,118,35.68
2,Resumption,South Gate,Fashion,11,0.66,238,39.86
2,Resumption,North Gate,POS/Fintech,6,0.407,310,45.52
8,Exams,Apatapiti,POS/Fintech,12,0.586,309,24.13
2,Mid-Semester,North Gate,Fashion,11,0.439,111,26.63
11,Holidays,South Gate,Stationery/Printing,15,0.234,8,20.74
9,Exams,South Gate,POS/Fintech,10,0.809,437,58.55
12,Resumption,Obanla,Stationery/Printing,8,0.595,235,46.81
1,Holidays,South Gate,Fashion,9,0.123,9,30.66
9,Exams,Obanla,Fashion,5,0.729,110,56.78
1,Holidays,West Gate,POS/Fintech,2,0.1,15,20.2
10,Holidays,South Gate,Stationery/Printing,17,0.19,7,17.75
10,Holidays,South Gate,Fashion,18,0.244,15,0.95
2,Resumption,North Gate,POS/Fintech,5,0.446,458,55.32
6,Resumption,West Gate,Fashion,1,0.249,113,26.67
6,Resumption,Apatapiti,Electronics,6,0.464,116,44.72
1,Resumption,Apatapiti,Electronics,7,0.615,174,45.24
7,Mid-Semester,South Gate,POS/Fintech,13,0.89,400,45.47
8,Exams,West Gate,Fashion,5,0.253,42,19.63
2,Mid-Semester,South Gate,POS/Fintech,10,0.805,505,54.72
8,Exams,South Gate,Fast Food,13,0.779,385,46.96
9,Exams,Apatapiti,POS/Fintech,16,0.521,235,4.82
6,Resumption,West Gate,POS/Fintech,7,0.255,232,17.16
5,Exams,South Gate,Electronics,8,0.863,75,60.67
12,Holidays,South Gate,Electronics,7,0.263,9,44.36
9,Exams,South Gate,Fashion,8,0.858,115,59.32
12,Resumption,South Gate,POS/Fintech,12,0.7,579,45.44
11,Holidays,South Gate,POS/Fintech,8,0.161,22,45.73
9,Holidays,West Gate,Fashion,2,0.123,10,31.32
1,Resumption,Obanla,Stationery/Printing,9,0.698,325,43.47
11,Resumption,Apatapiti,Fashion,5,0.518,229,44.51
3,Mid-Semester,Apatapiti,Electronics,7,0.636,117,44.25
9,Holidays,Obanla,Electronics,11,0.213,6,20.56
11,Holidays,Apatapiti,POS/Fintech,16,0.1,13,0.0
2,Resumption,Obanla,Electronics,6,0.562,166,53.57
12,Holidays,South Gate,Fashion,14,0.212,15,16.21
4,Mid-Semester,Obanla,POS/Fintech,11,0.642,323,39.84
4,Exams,Obanla,Fashion,6,0.767,123,59.16
2,Resumption,Apatapiti,Fashion,6,0.566,233,51.02
3,Mid-Semester,West Gate,POS/Fintech,5,0.282,201,27.24
3,Mid-Semester,North Gate,Stationery/Printing,7,0.438,150,50.46
1,Holidays,Apatapiti,Electronics,6,0.103,3,31.69
6,Resumption,South Gate,Fast Food,15,0.614,262,29.35
8,Exams,Apatapiti,Fast Food,11,0.64,346,42.22
12,Holidays,North Gate,Fast Food,6,0.135,15,35.52
3,Mid-Semester,South Gate,Electronics,12,0.841,95,35.79
5,Exams,North Gate,Stationery/Printing,8,0.567,341,51.01
1,Holidays,Obanla,Fashion,7,0.14,10,41.46
10,Holidays,South Gate,POS/Fintech,13,0.202,25,25.77
7,Mid-Semester,West Gate,Stationery/Printing,3,0.265,105,21.55
10,Resumption,South Gate,Fast Food,12,0.869,451,45.83
1,Holidays,West Gate,Electronics,0,0.1,3,25.6
12,Holidays,Obanla,Electronics,8,0.197,5,29.22
11,Holidays,South Gate,POS/Fintech,17,0.294,34,19.28
9,Holidays,North Gate,Fashion,2,0.179,18,37.51
8,Exams,Obanla,Stationery/Printing,10,0.631,469,39.4
7,Mid-Semester,Obanla,Stationery/Printing,12,0.734,191,35.17
10,Holidays,Obanla,Stationery/Printing,9,0.184,9,34.13
7,Mid-Semester,North Gate,Fashion,3,0.508,170,51.93
5,Exams,North Gate,Fashion,0,0.491,77,59.24
5,Exams,West Gate,Fashion,2,0.24,37,27.89
11,Holidays,South Gate,POS/Fintech,16,0.289,31,16.13
5,Exams,North Gate,Electronics,3,0.497,42,50.41
1,Holidays,South Gate,Fast Food,14,0.245,38,13.11
8,Exams,Apatapiti,Fashion,4,0.639,108,59.89
12,Holidays,Apatapiti,Electronics,4,0.164,5,42.12
11,Holidays,South Gate,Fashion,11,0.202,15,25.5
1,Resumption,South Gate,Fast Food,19,0.747,319,15.78
4,Exams,South Gate,Fashion,13,0.796,82,33.44
9,Holidays,North Gate,Electronics,4,0.117,4,35.42
9,Exams,North Gate,POS/Fintech,9,0.379,260,29.63
5,Exams,West Gate,Fast Food,5,0.254,153,27.65
4,Exams,North Gate,Electronics,1,0.42,40,53.07
3,Mid-Semester,South Gate,Stationery/Printing,10,0.749,203,55.07
3,Exams,Apatapiti,Stationery/Printing,10,0.578,313,29.25
12,Holidays,North Gate,Stationery/Printing,5,0.147,7,47.35
5,Exams,Obanla,POS/Fintech,11,0.669,383,43.55
10,Holidays,South Gate,Fashion,11,0.198,15,28.14
1,Holidays,North Gate,Fashion,2,0.153,17,35.24
5,Exams,West Gate,Fashion,0,0.27,48,34.26
6,Resumption,Obanla,POS/Fintech,16,0.668,409,25.12
7,Mid-Semester,South Gate,Stationery/Printing,11,0.838,294,55.36
12,Resumption,Obanla,Fashion,12,0.705,258,35.46
9,Exams,West Gate,POS/Fintech,6,0.284,147,25.81
3,Exams,South Gate,POS/Fintech,17,0.791,329,22.57
2,Mid-Semester,Obanla,Electronics,8,0.726,104,58.71
3,Mid-Semester,West Gate,Fashion,5,0.258,95,26.36
12,Resumption,South Gate,Stationery/Printing,13,0.795,303,50.17
9,Exams,Obanla,Fast Food,16,0.741,293,26.17
12,Resumption,Obanla,POS/Fintech,16,0.675,592,25.79
7,Mid-Semester,Obanla,Electronics,5,0.797,139,63.31
9,Exams,North Gate,Fast Food,7,0.476,234,41.53
2,Resumption,South Gate,POS/Fintech,11,0.781,579,53.85
5,Exams,Obanla,Electronics,6,0.684,57,58.58
4,Exams,South Gate,Fashion,13,0.867,102,46.97
2,Resumption,North Gate,Electronics,2,0.458,149,50.31
9,Exams,South Gate,POS/Fintech,19,0.827,354,19.77
9,Exams,South Gate,Fashion,8,0.811,130,59.06
6,Mid-Semester,West Gate,Stationery/Printing,4,0.304,110,26.2
11,Holidays,North Gate,Electronics,7,0.138,4,24.88
6,Resumption,West Gate,Fast Food,4,0.167,93,21.38
8,Exams,South Gate,Fashion,9,0.829,119,49.94
6,Resumption,Obanla,Fashion,9,0.639,219,38.72
1,Holidays,South Gate,Stationery/Printing,13,0.201,8,33.38
4,Mid-Semester,Apatapiti,Electronics,5,0.567,86,56.56
7,Mid-Semester,Apatapiti,Fast Food,6,0.642,349,55.84
2,Resumption,South Gate,Stationery/Printing,11,0.725,261,49.54
9,Exams,West Gate,Electronics,0,0.27,22,24.44
8,Exams,South Gate,Fast Food,14,0.775,411,37.5
8,Mid-Semester,Obanla,Fast Food,14,0.713,385,34.05
7,Mid-Semester,West Gate,POS/Fintech,6,0.263,169,22.22
4,Exams,Apatapiti,Fast Food,12,0.508,206,31.05
2,Resumption,West Gate,Electronics,0,0.242,72,29.25
3,Mid-Semester,South Gate,Stationery/Printing,15,0.86,246,41.45
12,Holidays,South Gate,Stationery/Printing,10,0.167,8,40.5
6,Resumption,South Gate,POS/Fintech,15,0.771,488,32.13
12,Holidays,Obanla,Electronics,13,0.214,6,13.8
12,Holidays,Apatapiti,Fast Food,10,0.143,26,23.12
5,Exams,South Gate,POS/Fintech,14,0.748,357,39.75
12,Resumption,Obanla,Fashion,7,0.587,253,55.4
8,Exams,South Gate,Electronics,7,0.848,72,66.94
6,Resumption,South Gate,POS/Fintech,12,0.842,618,45.64
6,Resumption,Obanla,Stationery/Printing,13,0.745,268,30.05
1,Holidays,North Gate,POS/Fintech,8,0.14,19,22.61
4,Mid-Semester,Apatapiti,Fashion,5,0.616,196,53.59
5,Exams,South Gate,Electronics,8,0.797,73,54.44
12,Holidays,Apatapiti,POS/Fintech,12,0.138,20,5.11
11,Holidays,South Gate,Fast Food,14,0.176,27,16.99
3,Exams,South Gate,Electronics,11,0.765,55,45.6
9,Exams,Obanla,POS/Fintech,12,0.619,331,35.87
1,Holidays,Apatapiti,POS/Fintech,12,0.185,29,7.22
6,Resumption,South Gate,Electronics,14,0.793,154,27.92
6,Resumption,South Gate,Stationery/Printing,15,0.746,247,39.88
10,Holidays,Obanla,Fast Food,7,0.25,36,41.68
5,Holidays,South Gate,Electronics,6,0.324,11,47.45
12,Resumption,Apatapiti,Fast Food,14,0.466,240,21.14
5,Holidays,Apatapiti,Fast Food,12,0.178,30,5.51
10,Holidays,South Gate,Electronics,15,0.211,5,11.99
5,Holidays,North Gate,POS/Fintech,13,0.206,24,13.4
6,Resumption,Apatapiti,Stationery/Printing,7,0.514,245,34.12
8,Exams,South Gate,Fast Food,20,0.861,234,9.81
2,Resumption,Obanla,Fast Food,13,0.709,319,29.51
6,Mid-Semester,South Gate,POS/Fintech,10,0.908,613,57.46
1,Holidays,Obanla,Electronics,11,0.151,3,22.79
4,Exams,South Gate,Stationery/Printing,13,0.788,459,47.0
10,Holidays,Apatapiti,Fast Food,8,0.176,32,39.78
3,Mid-Semester,North Gate,Fast Food,8,0.557,268,38.5
9,Exams,South Gate,Electronics,12,0.819,49,41.99
3,Exams,Apatapiti,POS/Fintech,8,0.475,302,42.43
6,Resumption,South Gate,Fashion,12,0.824,331,33.12
1,Holidays,North Gate,POS/Fintech,17,0.19,25,0.0
